package,authors,imports,suggests,depends,Roxygen,gh,rforge,descr,r_count,r_size,ns_import,ns_export,s3_methods,s4_methods,doc_count,doc_size,src_count,src_size,data_count,data_size,testthat_count,testthat_size,check_time,status
coalitions,1,15,5,1,1,1,0,166,15,0.047691,38,28,0,0,3,0.009342,0,0,2,0.001758,5,0.010383999999999999,136,1
coarseDataTools,3,4,0,0,0,0,0,478,7,0.078024,8,8,0,1,1,0.005935,0,0,4,0.002305,0,0,172,1
cobalt,2,5,13,1,0,1,0,572,11,0.579702,5,1,40,0,4,0.157069,0,0,2,0.021346,0,0,259,1
cobiclust,1,1,0,0,1,0,0,223,5,0.026711,4,12,1,0,0,0,0,0,0,0,0,0,32,1
COBRA,1,0,5,0,0,0,0,499,2,0.016284,0,0,0,0,0,0,1,5.8e-4,0,0,0,0,53,1
cobs,1,7,0,1,0,0,1,100,7,0.076419,8,1,14,0,0,0,8,0.028345,0,0,0,0,274,1
cocktailApp,1,9,1,2,1,1,0,245,1,0.029968,36,1,0,0,0,0,0,0,1,1.160184,1,0.003303,148,1
CoClust,2,1,0,3,0,0,0,364,2,0.023816,3,1,0,0,0,0,0,0,0,0,0,0,98,1
COCONUT,4,0,2,1,1,0,0,208,1,0.018822,0,0,0,0,0,0,0,0,1,0.490315,0,0,34,1
cocor,1,1,1,1,1,0,0,487,9,0.089992,2,7,0,0,0,0,0,0,1,0.004426,1,0.023201,55,1
cocoreg,1,12,2,1,1,0,0,95,4,0.078465,17,74,0,0,1,0.002069,0,0,0,0,0,0,148,1
cocorresp,1,4,2,2,0,1,0,371,45,0.062838,5,1,37,0,1,0.005445,0,0,5,0.012053,5,0.005132,112,1
cocron,1,1,1,1,1,0,0,439,7,0.025204,2,5,0,0,0,0,0,0,1,0.005771,0,0,50,1
coda,1,1,0,1,0,0,0,204,18,0.11848,5,1,53,0,0,0,0,0,1,0.009599,0,0,41,1
coda.base,1,2,2,1,1,0,0,237,7,0.026666,1,11,1,0,1,0.004935,8,0.060205,1,0.00124,0,0,78,1
codadiags,4,0,0,2,0,0,0,146,7,0.022849,0,15,1,0,0,0,1,0.006663,0,0,0,0,220,1
cOde,1,1,2,1,1,0,0,431,5,0.070923,4,15,0,0,0,0,4,0.025168,2,0.001203,0,0,82,1
codebook,1,28,4,1,1,1,0,612,10,0.082135,13,50,14,0,6,0.048802,0,0,1,0.004744,0,0,224,1
CodeDepends,4,4,7,1,0,1,0,338,23,0.103029,6,23,1,6,1,0.00726,0,0,0,0,0,0,112,1
codemetar,1,19,9,1,1,1,0,332,16,0.049305,16,9,0,0,1,0.006743,0,0,0,0,16,0.017838,168,1
codep,2,0,1,5,0,0,0,103,4,0.037621,4,0,8,0,0,0,3,0.004457,3,0.006504,0,0,76,1
codetools,1,0,0,1,0,0,0,26,1,0.040823,0,11,0,0,0,0,0,0,0,0,0,0,28,1
codified,1,10,4,2,1,1,0,99,2,0.00997,3,2,0,0,1,0.009398,0,0,0,0,2,0.007717,62,1
CoDiNA,3,6,3,1,1,0,0,353,12,0.031393,29,6,3,0,1,0.005987,0,0,4,0.45028,0,0,154,1
codingMatrices,1,4,6,1,1,0,0,352,1,0.013664,4,11,0,0,1,0.043937,0,0,0,0,0,0,105,1
codyn,1,4,7,1,1,1,0,880,20,0.161006,14,19,1,0,3,0.029745,0,0,3,0.062607,18,0.085517,225,1
coefficientalpha,1,0,0,2,0,0,0,572,1,0.017627,6,0,4,0,0,0,0,0,0,0,0,0,66,1
coefplot,1,9,7,1,1,0,0,140,13,0.093454,5,18,15,0,0,0,0,0,0,0,0,0,114,1
coenocliner,1,1,2,0,1,1,0,68,11,0.054782,14,8,8,0,1,0.023826,0,0,0,0,3,0.013781,64,1
coenoflex,1,0,0,1,0,0,0,194,1,0.033324,2,0,1,0,0,0,2,0.018846,0,0,0,0,103,1
coexist,1,0,0,0,0,0,0,178,1,0.030631,0,0,0,0,0,0,0,0,0,0,0,0,33,1
cofeatureR,1,4,1,1,1,1,0,163,2,0.01063,1,1,0,0,0,0,0,0,0,0,1,0.001042,44,1
CoFRA,1,6,2,1,1,0,0,625,3,0.044534,4,4,2,0,1,0.005255,0,0,1,1.821755,0,0,70,1
coga,1,2,2,1,1,1,0,298,3,0.01596,2,8,0,0,0,0,7,0.058039,0,0,4,0.005084,93,1
CoImp,2,3,0,3,0,0,0,143,5,0.041046,5,1,0,1,0,0,0,0,0,0,0,0,119,1
coin,1,4,5,3,0,0,1,182,23,0.193237,6,1,67,1,4,0.185586,13,0.040122,16,0.00925,0,0,524,1
coindeskr,1,2,1,0,1,1,0,120,2,0.004799,2,4,0,0,0,0,0,0,0,0,1,3.47e-4,50,1
coinmarketcapr,1,3,1,0,1,1,0,123,1,0.002167,3,3,0,0,0,0,0,0,0,0,1,2.62e-4,68,1
CoinMinD,1,0,0,1,0,0,0,731,9,0.008025,1,0,0,0,0,0,0,0,0,0,0,0,87,1
cointmonitoR,1,3,2,1,1,1,0,812,6,0.032146,11,2,2,0,1,0.005766,0,0,0,0,0,0,45,1
cointReg,1,3,3,0,1,1,0,1878,10,0.066043,7,11,2,0,1,0.002801,0,0,0,0,0,0,49,1
colf,1,0,3,4,1,1,0,174,6,0.019122,2,3,7,0,1,0.007928,0,0,0,0,2,0.00643,46,1
CollapsABEL,2,11,1,2,1,0,0,302,23,0.171379,41,135,0,7,0,0,0,0,0,0,0,0,196,1
CollapseLevels,1,3,2,1,1,0,0,729,8,0.033454,1,7,0,0,1,0.009515,0,0,1,0.012416,0,0,64,1
collapsibleTree,1,4,5,1,1,1,0,297,6,0.03451,12,5,2,0,0,0,0,0,0,0,5,0.005289,110,1
collateral,1,4,5,1,1,1,0,306,6,0.016288,18,20,14,0,1,0.010527,0,0,0,0,0,0,62,1
collectArgs,1,2,3,1,1,0,0,332,2,0.009447,2,2,0,0,1,0.001236,0,0,0,0,2,0.003787,44,1
collections,1,1,1,1,1,1,0,277,7,0.018034,1,10,0,0,0,0,11,0.010585,0,0,5,0.006946,52,1
CollessLike,3,2,0,1,1,1,0,360,8,0.048578,21,7,0,0,0,0,0,0,0,0,0,0,62,1
CollocInfer,3,5,5,2,0,0,0,223,35,0.159323,8,0,0,0,0,0,0,0,6,0.011906,0,0,127,1
collpcm,1,0,0,4,0,0,0,412,9,0.024726,6,4,3,0,0,0,11,0.244241,3,0.00357,0,0,165,1
collUtils,2,0,1,3,0,0,0,78,4,0.011719,3,7,0,0,0,0,14,0.010704,0,0,4,0.001014,89,1
colmozzie,1,0,0,1,1,0,0,117,1,0.001019,0,0,0,0,0,0,0,0,1,0.009417,0,0,27,1
coloc,1,7,2,0,1,0,0,217,11,0.087488,38,10,0,5,0,0,0,0,0,0,2,0.003467,170,1
colocalization,4,3,2,1,1,0,0,738,4,0.071469,3,2,2,0,0,0,0,0,1,0.010699,2,0.013296,100,1
colordistance,1,14,3,1,1,0,0,522,10,0.140489,4,22,0,0,5,0.08327,0,0,0,0,0,0,165,1
coloredICA,7,0,1,1,0,0,0,269,8,0.024105,0,0,0,0,0,0,0,0,0,0,0,0,44,1
colorednoise,1,4,5,1,1,0,0,802,4,0.022619,7,8,0,0,1,0.011042,6,0.019102,0,0,2,0.003759,485,1
colorfindr,1,14,0,0,1,0,0,198,4,0.013569,20,3,0,0,0,0,0,0,0,0,0,0,84,1
colorfulVennPlot,2,0,1,1,0,0,0,412,6,0.02364,0,0,0,0,0,0,0,0,0,0,0,0,41,1
colorhcplot,1,0,4,2,0,0,0,279,2,0.014331,1,0,0,0,1,0.003018,0,0,1,0.044704,0,0,44,1
colormap,1,3,2,1,1,1,0,394,3,0.008776,1,5,0,0,0,0,0,0,0,0,1,3.21e-4,54,1
ColorPalette,1,0,0,1,0,0,0,124,1,0.006091,0,9,0,0,0,0,0,0,0,0,0,0,25,1
colorpatch,1,8,4,1,1,0,0,542,5,0.033598,1,28,0,3,1,0.005346,0,0,3,0.003297,2,7.45e-4,78,1
colorr,1,0,0,0,1,0,0,53,5,0.028283,6,5,0,0,0,0,0,0,0,0,0,0,27,1
colorRamps,1,0,0,0,0,0,0,26,1,0.002825,0,0,0,0,0,0,0,0,0,0,0,0,30,1
colorscience,1,0,0,4,0,0,0,213,2,0.134358,6,0,0,0,0,0,0,0,37,1.108215,0,0,160,1
colorspace,1,3,22,2,1,0,1,765,23,0.283307,32,77,3,4,2,0.033191,2,0.041568,2,0.093408,0,0,159,1
colorSpec,2,3,4,1,0,0,0,487,32,0.378139,7,11,50,0,3,0.038204,0,0,1,0.101232,0,0,396,1
colortools,1,0,0,0,0,0,0,101,15,0.031614,0,14,0,0,0,0,0,0,0,0,0,0,30,1
colourlovers,1,5,1,0,1,1,0,122,8,0.019817,5,0,15,0,0,0,0,0,0,0,1,0.001686,56,1
colourpicker,1,8,3,1,1,1,0,391,7,0.045557,3,6,0,0,1,0.014155,0,0,0,0,0,0,61,1
colourvalues,1,2,6,0,1,0,0,534,6,0.033351,1,11,29,0,0,0,7,0.060764,0,0,6,0.030115,87,1
colourvision,1,5,4,0,0,0,0,365,1,0.056261,5,0,2,0,1,0.031671,0,0,3,0.008852,1,0.031768,145,1
colr,1,0,2,1,1,0,0,213,3,0.005418,0,2,0,0,1,0.010007,0,0,1,2.12e-4,0,0,42,1
colt,1,1,3,1,1,1,0,213,4,0.008991,0,27,1,0,0,0,0,0,2,0.00891,0,0,39,1
comato,1,9,0,0,1,0,0,124,10,0.06299,12,23,22,0,0,0,0,0,0,0,0,0,250,1
COMBAT,3,0,1,3,0,0,0,872,6,0.006,2,1,0,0,0,0,0,0,0,0,0,0,31,1
COMBIA,1,4,0,4,1,0,0,805,1,0.09751,16,20,0,0,0,0,0,0,0,0,0,0,81,1
combinat,1,0,0,0,0,0,0,26,13,0.015112,0,0,0,0,0,0,0,0,0,0,0,0,26,1
CombinePortfolio,1,0,0,1,0,0,0,322,1,0.026029,1,1,0,0,0,0,0,0,0,0,0,0,35,1
CombinePValue,1,0,0,0,0,0,0,194,1,0.001743,0,0,0,0,0,0,0,0,0,0,0,0,24,1
CombinS,3,2,0,0,1,0,0,214,7,0.020493,2,7,0,0,0,0,0,0,0,0,0,0,29,1
combiter,1,3,3,1,1,1,0,177,8,0.012736,3,15,6,0,0,0,6,0.021175,0,0,5,0.009934,84,1
CombMSC,1,0,2,1,0,0,0,187,56,0.031155,3,0,35,0,0,0,0,0,0,0,0,0,51,1
comclim,1,0,0,2,0,0,0,295,1,0.018307,3,0,0,0,1,0.007888,0,0,0,0,0,0,157,1
cometExactTest,1,1,0,1,0,0,0,301,1,0.004393,4,1,0,0,0,0,2,0.008868,0,0,0,0,78,1
comf,2,3,1,0,0,0,0,163,16,0.135402,4,0,0,0,0,0,0,0,5,0.01251,0,0,91,1
ComICS,1,2,0,1,1,0,0,429,5,0.020004,0,2,0,0,0,0,0,0,3,0.956372,0,0,51,1
commandr,1,1,0,1,0,0,0,464,8,0.035236,1,1,0,1,1,0.010852,0,0,0,0,0,0,51,1
CommEcol,1,1,0,4,0,0,0,332,16,0.045437,1,1,2,0,0,0,0,0,6,0.002492,0,0,118,1
commentr,1,1,1,0,1,0,0,184,6,0.016302,1,4,0,0,0,0,0,0,0,0,5,0.002961,51,1
CommonJavaJars,2,0,2,1,0,0,1,68,2,7.67e-4,0,2,0,0,1,0.004677,0,0,0,0,0,0,53,1
commonmark,1,0,3,0,1,1,0,384,2,0.005036,0,7,0,0,0,0,7,0.009294,0,0,1,0.002051,54,1
commonsMath,1,0,4,0,0,1,0,94,2,0.001007,0,0,0,0,1,0.002271,0,0,0,0,3,0.011502,144,0
CommonTrend,1,3,0,1,0,0,0,824,8,0.007026,2,1,2,0,0,0,0,0,1,0.094664,0,0,56,1
CommunityCorrelogram,5,0,0,2,0,0,0,163,4,0.013297,1,1,0,0,0,0,0,0,0,0,0,0,92,1
comorbidity,1,5,4,1,1,1,0,297,9,0.033257,2,2,0,0,1,0.017379,0,0,7,1.508147,7,0.309134,98,1
Comp2ROC,2,0,0,3,0,0,0,78,16,0.034365,5,0,0,0,0,0,0,0,2,0.001095,0,0,42,1
compactr,1,0,0,0,0,0,0,459,5,0.014172,0,3,0,0,0,0,0,0,0,0,0,0,29,1
compare,1,0,0,0,0,0,0,257,4,0.09272,0,1,54,0,2,0.049614,0,0,0,0,0,0,46,1
compareC,2,0,0,0,0,0,0,518,1,0.003667,0,0,0,0,0,0,1,0.004659,0,0,0,0,58,1
CompareCausalNetworks,2,4,12,1,1,1,0,643,46,0.17507,5,1,0,0,0,0,0,0,1,0.004864,1,0.001319,136,1
compareDF,1,5,1,1,1,0,0,198,2,0.01782,3,2,0,0,0,0,0,0,2,9.28e-4,1,0.017613,77,1
compareGroups,5,10,6,5,1,0,0,773,72,0.263283,17,1,24,0,1,0.067772,0,0,2,0.236437,0,0,341,1
compareODM,1,0,0,2,0,0,0,106,1,0.009242,0,0,0,0,0,0,0,0,0,0,0,0,34,1
comparer,1,1,6,0,1,1,0,200,1,0.026592,5,1,2,0,1,0.012108,0,0,0,0,1,0.00752,60,1
CompareTests,1,0,0,0,0,0,0,967,2,0.016868,1,0,0,0,0,0,0,0,1,0.001358,0,0,28,1
comparison,1,2,0,0,0,0,0,104,9,0.030694,3,1,0,1,0,0,0,0,1,0.05147,0,0,53,1
compas,4,2,0,1,1,0,0,80,6,0.011222,1,5,0,0,0,0,7,0.012474,4,0.011213,0,0,70,1
compboost,1,5,10,0,1,0,0,413,9,0.097609,1,22,0,0,2,0.007106,26,0.261053,0,0,11,0.045515,257,1
CompDist,1,5,0,2,0,0,0,400,1,0.020895,5,0,0,0,0,0,0,0,0,0,0,0,37,1
compeir,2,0,0,3,0,0,0,258,11,0.02833,0,1,5,0,0,0,0,0,2,0.007852,0,0,101,1
compendiumdb,1,1,8,3,0,0,0,98,15,0.029924,3,0,0,0,0,0,0,0,0,0,1,4.33e-4,106,1
comperank,1,4,4,2,1,1,0,358,12,0.060375,7,23,0,0,1,0.013014,2,0.005552,3,0.090412,9,0.051899,136,1
comperes,1,5,4,1,1,1,0,500,12,0.059949,12,29,68,0,2,0.010651,0,0,2,0.001661,8,0.064921,91,1
compete,5,5,0,1,1,1,0,57,23,0.055922,14,17,0,0,0,0,0,0,5,0.003171,0,0,90,1
CompGLM,1,2,5,0,1,1,0,436,3,0.015054,13,4,9,0,0,0,2,0.011856,0,0,4,0.002243,105,1
compHclust,1,2,0,0,0,0,0,153,4,0.001779,2,1,0,0,0,0,1,0.004185,0,0,0,0,40,1
Compind,2,6,1,5,0,0,0,156,21,0.075456,20,0,0,0,0,0,0,0,2,0.016709,0,0,207,1
complexity,1,0,2,2,0,0,0,218,2,0.001715,2,0,0,0,1,0.012743,0,0,0,0,0,0,58,1
complexplus,1,2,0,1,1,0,0,122,5,0.008035,2,5,0,0,0,0,0,0,0,0,0,0,58,1
complmrob,1,5,0,0,0,0,0,294,8,0.047243,25,5,12,0,0,0,0,0,0,0,0,0,93,1
CompLognormal,1,0,0,2,0,0,0,170,1,0.003808,0,0,0,0,0,0,0,0,0,0,0,0,31,1
compoisson,1,0,0,2,0,0,0,176,2,0.006235,1,0,0,0,0,0,0,0,1,1.68e-4,0,0,40,1
COMPoissonReg,1,0,0,2,1,1,0,325,12,0.034747,1,14,30,0,0,0,8,0.027124,2,0.001545,0,0,81,1
Compositional,1,10,0,1,0,0,0,279,90,0.185075,12,0,0,0,0,0,0,0,0,0,0,0,169,1
compositions,3,0,2,5,0,0,0,201,16,0.348329,3,11,288,0,0,0,2,0.077486,29,0.105133,0,0,293,1
compound.Cox,4,0,0,2,0,0,0,558,11,0.013173,4,0,0,0,0,0,0,0,2,0.02259,0,0,76,1
Compounding,3,0,0,2,0,0,0,99,82,0.042811,1,0,0,0,0,0,0,0,1,2.4e-4,0,0,48,1
CompQuadForm,1,0,0,0,0,0,0,166,5,0.003748,1,0,0,0,0,0,4,0.022615,0,0,0,0,36,1
CompR,1,0,0,6,0,0,0,409,12,0.02519,15,0,0,1,0,0,0,0,3,0.003537,0,0,62,1
CompRandFld,3,7,0,1,0,0,0,589,12,0.165757,10,0,2,0,0,0,10,0.274289,2,0.555145,0,0,174,1
compute.es,1,0,0,1,0,0,0,581,1,0.11159,0,0,0,0,0,0,0,0,0,0,0,0,40,1
comtradr,1,4,5,1,1,1,0,258,10,0.049594,1,9,0,0,1,0.014507,0,0,1,6.16e-4,9,0.014237,78,1
con2aqi,3,1,0,0,0,0,0,313,1,0.002278,1,0,0,0,0,0,0,0,0,0,0,0,28,1
Conake,2,0,0,0,0,0,0,286,5,0.007507,0,0,0,0,0,0,0,0,0,0,0,0,28,1
concatenate,1,1,1,1,1,1,0,163,4,0.006019,1,11,0,4,0,0,0,0,0,0,2,0.004477,46,1
concaveman,1,6,2,1,1,1,0,179,3,0.003394,2,1,3,0,0,0,0,0,1,0.011591,1,4.43e-4,49,1
conclust,2,0,0,0,0,0,0,214,5,0.035422,0,0,0,0,0,0,0,0,0,0,0,0,30,1
ConConPiWiFun,1,0,0,3,0,0,0,558,2,0.005322,0,1,0,1,0,0,3,0.006508,0,0,0,0,107,1
concor,1,0,0,1,0,0,0,605,13,0.010953,0,0,0,0,0,0,0,0,0,0,0,0,28,1
concordance,2,0,0,1,0,0,0,452,8,0.017056,0,0,0,0,0,0,0,0,6,0.79118,0,0,35,1
concreg,1,1,0,1,0,0,0,230,1,0.034526,4,1,5,0,0,0,1,0.011565,0,0,0,0,83,1
cond,2,0,4,3,0,0,0,74,2,0.068752,4,0,7,0,1,0.032467,0,0,8,0.004443,0,0,80,1
condformat,1,15,4,0,1,1,0,509,22,0.099613,6,35,3,0,1,0.001406,0,0,0,0,9,0.022014,112,1
condGEE,1,2,0,0,0,0,0,285,2,0.004826,1,7,0,0,0,0,0,0,0,0,0,0,34,1
CondIndTests,2,9,1,1,1,1,0,415,22,0.062246,5,7,0,0,0,0,0,0,0,0,1,0.004755,254,1
condir,1,8,1,1,1,1,0,60,8,0.040735,0,8,0,0,1,0.003044,0,0,0,0,0,0,57,1
conditions,1,0,1,1,1,1,0,216,5,0.018182,0,91,0,0,0,0,5,0.005811,0,0,3,0.004095,55,1
condmixt,1,0,0,1,0,0,0,75,1,0.064205,0,0,0,0,0,0,2,0.094911,0,0,0,0,60,1
condMVNorm,1,1,0,2,0,0,0,86,1,0.003512,1,1,0,0,0,0,0,0,0,0,0,0,30,1
CONDOP,1,12,0,1,1,0,0,278,1,0.121073,26,3,0,0,0,0,0,0,1,3.916408,0,0,281,1
CondReg,2,0,0,0,0,0,0,86,1,0.012223,0,6,0,0,0,0,0,0,1,0.219201,0,0,27,1
condSURV,1,7,0,1,0,0,0,105,17,0.053924,10,8,3,0,0,0,1,0.051867,3,0.029837,0,0,162,1
condusco,1,0,5,5,1,1,0,404,1,0.004407,4,3,0,0,2,0.004009,0,0,0,0,1,0.001468,71,1
condvis,1,5,9,1,1,1,0,83,23,0.183328,3,0,4,0,0,0,0,0,3,0.121299,4,0.004698,78,1
coneproj,1,1,4,1,0,0,0,256,1,0.028825,3,1,4,0,0,0,4,0.012237,4,0.00706,0,0,74,1
conf,1,6,2,1,1,0,0,1515,7,0.204925,13,6,0,0,3,0.144155,0,0,0,0,0,0,168,1
conf.design,1,0,2,0,0,0,0,131,1,0.004718,0,1,2,0,0,0,0,0,0,0,0,0,33,1
confidence,1,5,1,2,1,0,0,256,5,0.023142,14,3,6,0,1,0.011765,0,0,3,9.59e-4,1,7.64e-4,94,1
config,1,1,2,0,1,1,0,198,4,0.005939,1,3,0,0,1,0.004521,0,0,0,0,11,0.004115,43,1
ConfigParser,1,0,1,3,1,1,0,308,2,0.012219,2,1,0,0,0,0,0,0,0,0,2,0.001993,45,1
configr,1,7,4,1,1,1,0,169,12,0.045981,8,19,0,0,2,0.013963,0,0,0,0,13,0.016957,88,1
confinterpret,1,0,3,0,1,1,0,284,9,0.098345,0,12,4,0,0,0,0,0,0,0,4,0.006768,50,1
conflicted,1,2,5,1,1,1,0,356,9,0.014323,1,2,2,0,0,0,0,0,0,0,6,0.005005,51,1
conformalClassification,1,0,0,7,0,0,0,223,5,0.012729,0,10,0,0,0,0,0,0,0,0,0,0,49,1
ConfoundedMeta,2,3,0,0,1,0,0,819,1,0.021969,3,5,0,0,0,0,0,0,0,0,0,0,105,1
confreq,2,0,0,3,1,0,0,406,19,0.064259,15,18,2,0,0,0,0,0,5,0.001239,0,0,44,1
confSAM,1,0,4,0,0,0,0,295,1,0.0071,1,0,0,0,1,0.012793,0,0,0,0,0,0,151,1
congressbr,1,14,6,1,1,0,0,233,28,0.175271,39,51,0,0,2,0.013904,0,0,3,0.035701,6,0.003808,195,1
conicfit,1,0,0,3,0,0,0,378,1,0.039715,1,0,0,0,0,0,0,0,0,0,0,0,37,1
conics,1,1,0,0,0,0,0,45,1,0.016332,0,0,0,0,1,0.017501,0,0,0,0,0,0,40,1
Conigrave,1,8,0,0,1,0,0,90,6,0.051589,29,7,0,0,0,0,0,0,0,0,0,0,160,1
conjoint,2,9,0,0,0,0,0,116,17,0.015269,10,0,0,0,0,0,0,0,9,0.018073,0,0,165,1
ConjointChecks,1,0,2,3,0,0,0,222,5,0.008602,0,1,2,0,0,0,0,0,1,1.168074,0,0,41,1
ConnMatTools,3,0,2,0,1,1,0,225,14,0.10127,11,44,0,0,0,0,0,0,2,0.074809,0,0,131,1
conover.test,1,0,0,0,0,0,0,1146,1,0.022068,2,0,0,0,0,0,0,0,1,2.9e-4,0,0,30,1
ConR,1,13,4,3,0,1,0,225,4,0.066742,19,0,0,0,1,0.034273,0,0,4,2.356348,4,0.001521,728,1
CONS,3,6,0,3,1,0,0,331,1,0.045715,15,1,0,0,0,0,0,0,0,0,0,0,112,1
ConSpline,1,0,0,5,0,0,0,211,4,0.008457,1,1,0,0,0,0,0,0,2,0.004999,0,0,55,1
ConsRank,3,0,0,3,1,0,0,680,31,0.134195,8,30,0,0,0,0,0,0,8,0.011546,0,0,109,1
constants,1,1,3,1,1,1,0,711,1,0.005241,0,4,0,0,0,0,0,0,1,0.006422,1,0.001068,69,1
constellation,1,1,5,1,1,1,0,502,8,0.050915,1,4,0,0,1,0.007456,0,0,3,0.443307,5,0.047195,71,1
constrainedKriging,1,2,1,4,0,0,0,791,37,0.110519,4,1,8,1,0,0,5,0.057039,1,0.01529,0,0,100,1
conStruct,1,7,3,3,1,0,0,360,9,0.087176,5,9,0,0,4,0.05508,4,0.002384,2,0.057306,0,0,214,1
container,1,1,3,1,1,1,0,208,10,0.046625,1,47,51,0,2,0.01951,0,0,0,0,9,0.024422,59,1
ContaminatedMixt,3,6,0,1,1,0,0,205,16,0.034979,6,1,8,0,0,0,9,0.104991,1,0.005214,0,0,203,1
contextual,1,9,8,0,1,1,0,229,41,0.250697,26,59,3,0,2,0.009294,0,0,0,0,16,0.057347,131,1
contfrac,1,0,0,0,0,1,0,53,1,0.00294,0,0,0,0,0,0,2,0.004319,0,0,0,0,33,1
conting,1,5,0,1,0,0,0,64,44,0.081618,6,0,15,0,0,0,0,0,4,0.001601,0,0,77,1
contoureR,1,3,1,1,0,0,0,95,7,0.019291,6,5,0,0,0,0,13,0.036929,0,0,0,0,99,1
ContourFunctions,1,0,4,0,1,1,0,226,8,0.026416,17,7,0,0,1,0.005372,0,0,0,0,0,0,55,1
contrast,4,5,1,2,0,0,0,68,6,0.017,3,2,10,0,1,0.024033,0,0,0,0,0,0,147,1
control,2,6,1,0,1,0,0,157,59,0.135416,0,60,3,0,0,0,0,0,0,0,9,0.004978,75,1
controlTest,2,3,0,0,1,0,0,68,2,0.008411,8,2,0,0,0,0,0,0,0,0,0,0,66,1
ConvergenceClubs,1,2,0,1,1,0,0,140,14,0.062624,17,5,4,0,0,0,0,0,2,0.069771,0,0,67,1
ConvergenceConcepts,2,0,0,5,0,0,0,600,9,0.033269,4,0,0,0,0,0,0,0,0,0,0,0,42,1
convertGraph,1,1,0,0,1,1,0,424,2,0.006,2,2,0,0,0,0,0,0,0,0,0,0,30,1
convertr,1,4,1,1,1,0,0,109,4,0.009639,0,4,0,0,0,0,0,0,0,0,2,0.001673,45,1
convevol,1,0,0,6,1,0,0,233,12,0.031828,10,12,0,0,0,0,0,0,0,0,0,0,102,1
convexjlr,1,2,4,1,1,1,0,348,7,0.018928,1,37,0,0,1,3.84e-4,0,0,0,0,14,0.018491,48,1
convey,1,2,8,1,1,1,0,141,30,0.363177,23,32,89,0,0,0,0,0,0,0,39,0.198297,246,1
convoSPAT,1,8,0,1,1,1,0,602,5,0.169528,15,15,6,0,0,0,0,0,4,0.086007,0,0,152,1
cooccur,3,3,0,0,0,0,0,651,14,0.037269,2,8,3,0,0,0,0,0,3,0.001389,0,0,79,1
cooccurNet,2,9,0,1,1,0,0,671,6,0.104563,14,9,0,0,1,0.021745,0,0,0,0,0,0,110,0
coop,1,0,1,1,1,1,0,325,13,0.018847,0,8,19,0,2,0.023181,12,0.055756,0,0,0,0,69,1
coopProductGame,1,7,0,1,1,0,0,103,13,0.052514,12,10,0,0,0,0,0,0,0,0,0,0,100,1
cooptrees,1,1,0,3,0,0,0,147,20,0.073443,3,18,0,0,0,0,0,0,0,0,0,0,56,1
CoordinateCleaner,1,13,8,1,1,1,0,727,31,0.187059,58,26,3,0,2,0.048333,0,0,4,1.018709,4,0.020421,875,1
copBasic,1,2,1,1,0,0,0,1073,112,0.19378,0,131,0,0,0,0,0,0,2,0.015701,0,0,102,1
copCAR,1,0,3,4,1,0,0,327,3,0.050416,6,4,3,0,0,0,6,0.021218,0,0,0,0,102,1
CopCTS,1,3,0,1,1,0,0,388,1,0.043904,23,4,3,0,0,0,0,0,1,0.004097,0,0,102,1
cope,1,6,0,1,1,0,0,507,8,0.033782,14,12,1,0,0,0,0,0,0,0,0,0,89,1
coppeCosenzaR,1,1,1,1,1,1,0,1320,15,0.0798,2,23,0,7,0,0,0,0,0,0,6,0.016718,55,1
coprimary,1,0,0,5,1,0,0,122,6,0.071891,7,6,0,0,0,0,0,0,0,0,0,0,79,1
copula,1,14,24,1,0,0,1,786,78,1.987945,16,44,16,1,14,0.205872,30,0.160167,3,0.051245,0,0,704,1
Copula.Markov,4,0,0,0,0,0,0,274,10,0.058108,2,0,0,0,0,0,0,0,0,0,0,0,76,1
Copula.surv,1,0,0,0,0,0,0,315,3,0.00198,1,0,0,0,0,0,0,0,0,0,0,0,28,1
copulaData,4,0,0,1,0,0,1,216,0,0,0,0,0,0,0,0,0,0,2,0.040504,0,0,24,1
CopulaDTA,1,6,5,2,1,0,0,437,10,0.081127,3,7,2,3,1,0.062198,0,0,2,7.21e-4,0,0,139,1
copulaedas,1,4,2,1,0,1,0,456,14,0.037944,6,5,0,9,0,0,0,0,0,0,0,0,125,1
CopulaRegression,2,0,0,3,0,0,0,338,24,0.015274,1,1,0,0,0,0,0,0,0,0,0,0,132,1
CopulaREMADA,1,0,0,4,0,0,0,121,16,0.048655,4,1,0,0,0,0,0,0,10,0.05465,0,0,62,1
CopyDetect,1,0,0,1,0,0,0,484,6,0.105059,10,1,4,0,0,0,0,0,2,0.16844,0,0,121,1
coRanking,1,3,5,0,1,1,0,85,8,0.013499,2,4,0,0,1,0.003848,4,0.013316,0,0,3,0.00751,76,1
Corbi,1,3,4,1,1,1,0,172,10,0.041574,3,15,0,0,1,0.006293,8,0.024307,0,0,0,0,171,1
corclass,1,0,1,1,0,0,0,111,1,0.010536,5,0,2,0,0,0,0,0,1,0.004966,0,0,57,1
cord,3,1,1,0,0,0,0,345,2,0.003036,2,1,0,0,0,0,5,0.006038,0,0,0,0,68,1
CorDiff,1,1,0,0,0,0,0,203,3,0.001575,1,0,0,0,0,0,0,0,1,0.002606,0,0,28,1
cordillera,1,2,3,1,1,0,1,521,4,0.033296,13,4,8,0,0,0,0,0,1,0.016694,0,0,50,1
