age,diet,height,location,date,Class
23,mostly anything,74,san francisco,2012-06-30,other
32,mostly anything,69,oakland,2012-03-03,other
25,NA,65,emeryville,2012-06-25,other
24,anything,71,san bruno,2012-06-27,other
35,vegetarian,68,san francisco,2012-06-01,other
29,NA,65,hayward,2012-06-23,other
36,mostly anything,70,san rafael,2012-06-20,other
27,NA,64,oakland,2012-06-29,other
23,NA,74,san francisco,2012-06-30,other
27,mostly anything,66,san francisco,2012-06-30,other
42,NA,69,san carlos,2012-06-30,other
30,NA,70,san francisco,2012-06-28,other
28,anything,72,vallejo,2012-06-19,other
28,mostly anything,72,san francisco,2012-06-25,other
25,NA,74,daly city,2012-06-27,other
30,strictly anything,67,san francisco,2012-06-26,other
29,mostly anything,74,san francisco,2012-03-30,stem
43,mostly anything,79,san francisco,2012-06-20,other
26,mostly anything,70,san bruno,2012-06-30,other
26,NA,67,san francisco,2012-06-29,other
23,NA,71,san francisco,2012-06-29,other
29,NA,68,daly city,2012-06-30,other
24,anything,75,san francisco,2012-06-27,stem
23,strictly anything,66,oakland,2012-06-30,other
30,mostly anything,68,walnut creek,2012-06-30,other
31,NA,71,berkeley,2012-06-24,other
31,NA,71,oakland,2012-01-25,other
29,NA,71,san francisco,2012-05-29,other
25,NA,72,san francisco,2012-06-30,other
26,mostly anything,77,san francisco,2012-06-30,stem
23,NA,62,oakland,2012-06-30,other
28,strictly anything,67,san mateo,2012-06-03,stem
23,mostly anything,67,san francisco,2012-06-29,stem
58,anything,67,san francisco,2012-06-30,other
23,strictly other,72,berkeley,2012-06-29,stem
25,NA,66,san francisco,2012-06-30,other
20,mostly anything,63,san francisco,2012-01-18,other
37,mostly anything,62,berkeley,2012-06-29,other
27,mostly anything,65,oakland,2012-06-19,other
37,mostly anything,74,san francisco,2012-06-29,other
32,NA,69,alameda,2012-06-20,other
30,NA,65,oakland,2012-06-30,other
43,mostly anything,68,san francisco,2012-06-27,other
25,NA,71,berkeley,2012-06-30,other
28,NA,71,menlo park,2012-05-04,other
27,mostly other,68,oakland,2012-06-17,other
46,NA,74,mill valley,2012-06-30,other
35,NA,70,emeryville,2012-06-29,other
30,mostly vegetarian,70,san francisco,2012-04-24,other
30,mostly anything,70,oakland,2012-06-29,other
46,mostly anything,68,berkeley,2012-06-27,other
37,NA,70,san francisco,2012-06-24,other
41,anything,67,berkeley,2012-06-27,other
25,mostly anything,68,san francisco,2012-06-30,stem
28,strictly anything,70,san francisco,2011-10-12,other
27,mostly anything,70,san francisco,2012-06-29,other
37,other,71,novato,2012-06-30,stem
28,mostly anything,68,menlo park,2012-06-30,other
65,NA,65,corte madera,2011-12-02,other
40,NA,72,san francisco,2012-02-01,stem
30,strictly anything,76,san francisco,2012-06-25,other
48,NA,63,south san francisco,2012-06-16,other
46,NA,64,san anselmo,2012-06-30,other
32,mostly anything,67,castro valley,2012-06-29,stem
38,NA,71,emeryville,2011-12-07,other
23,mostly vegetarian,62,berkeley,2012-04-24,other
32,vegetarian,66,berkeley,2012-06-23,other
25,mostly anything,70,san francisco,2012-06-29,stem
24,mostly anything,58,san francisco,2012-06-30,other
35,anything,66,san francisco,2012-06-26,other
29,anything,70,san francisco,2012-06-28,stem
60,NA,62,san rafael,2012-06-28,stem
55,mostly anything,60,oakland,2012-06-23,other
36,mostly anything,69,san francisco,2012-06-30,other
30,mostly anything,67,oakland,2012-06-29,other
36,NA,62,berkeley,2012-06-30,other
31,NA,69,san francisco,2012-06-28,other
38,strictly anything,73,san francisco,2012-06-29,other
51,NA,68,pacifica,2012-06-26,other
39,mostly kosher,72,burlingame,2012-06-28,other
45,NA,68,san francisco,2012-06-28,other
33,NA,68,san francisco,2012-06-11,stem
28,mostly anything,75,san francisco,2012-06-30,other
25,NA,63,daly city,2012-06-24,other
38,strictly other,64,oakland,2012-02-09,other
22,NA,73,oakland,2012-06-30,other
34,mostly anything,68,berkeley,2012-03-21,other
34,NA,76,san francisco,2012-04-18,other
24,NA,70,san francisco,2012-03-20,other
31,NA,69,oakland,2012-06-27,other
37,NA,63,san francisco,2011-11-29,other
24,NA,63,san carlos,2012-06-21,stem
34,strictly anything,73,oakland,2012-06-30,other
27,mostly anything,68,san francisco,2011-11-27,other
36,NA,66,menlo park,2012-06-24,stem
34,mostly vegan,64,san francisco,2012-06-30,other
27,NA,71,san francisco,2012-06-29,stem
30,anything,69,burlingame,2011-10-28,other
30,NA,74,hayward,2012-06-27,other
27,NA,70,walnut creek,2012-03-15,other
29,strictly anything,67,san francisco,2012-06-29,stem
24,NA,65,oakland,2012-04-07,other
40,NA,62,san francisco,2012-03-30,other
33,NA,70,san francisco,2012-06-29,other
25,mostly anything,66,pleasant hill,2012-03-02,other
30,NA,66,hayward,2012-06-30,other
31,mostly anything,66,san francisco,2012-06-25,other
37,mostly anything,76,mill valley,2012-06-30,other
31,mostly vegetarian,70,burlingame,2012-06-29,other
40,NA,61,san mateo,2012-06-28,stem
22,NA,71,san francisco,2012-06-27,other
39,mostly vegetarian,71,san francisco,2012-06-30,other
24,mostly anything,65,vallejo,2011-11-06,other
32,mostly anything,70,oakland,2012-06-30,other
28,mostly anything,67,san francisco,2012-06-30,other
34,mostly vegan,69,san francisco,2012-06-28,other
28,mostly anything,66,san francisco,2012-06-27,stem
29,NA,65,san francisco,2012-06-27,other
28,NA,70,san francisco,2012-06-30,other
25,mostly anything,69,san rafael,2012-02-25,other
35,anything,70,san francisco,2011-09-05,stem
46,NA,65,san francisco,2012-06-30,other
34,NA,73,san francisco,2012-06-25,stem
37,mostly anything,70,san francisco,2012-05-06,other
26,mostly anything,76,san francisco,2011-08-02,other
47,mostly anything,62,san francisco,2012-06-30,other
34,mostly anything,76,san francisco,2012-06-25,stem
45,NA,74,richmond,2012-06-28,other
31,NA,64,vallejo,2012-06-21,other
31,mostly anything,66,san francisco,2012-06-29,other
28,mostly anything,75,oakland,2011-11-16,other
24,NA,68,berkeley,2012-06-21,other
46,anything,64,san francisco,2012-06-29,other
37,anything,72,san leandro,2012-06-30,other
23,anything,67,san anselmo,2012-06-29,other
45,mostly vegetarian,66,san francisco,2012-06-02,stem
35,mostly anything,63,san francisco,2012-06-30,other
18,mostly anything,69,san lorenzo,2012-04-09,other
21,mostly vegetarian,72,san francisco,2012-06-30,other
26,NA,72,castro valley,2012-06-30,other
51,anything,67,oakland,2012-06-21,other
33,NA,77,san francisco,2012-06-26,other
28,mostly anything,76,san francisco,2012-06-13,other
22,mostly anything,67,san francisco,2012-06-30,other
21,mostly anything,67,oakland,2012-01-02,other
29,NA,65,martinez,2012-06-29,other
29,mostly anything,70,san francisco,2012-06-30,other
26,NA,74,hayward,2011-12-15,other
33,NA,64,san francisco,2012-06-29,other
29,mostly anything,68,daly city,2011-08-26,other
29,anything,68,san francisco,2012-06-08,other
26,NA,67,san francisco,2012-05-31,other
46,strictly vegetarian,68,vallejo,2012-06-30,other
24,mostly vegan,72,oakland,2012-06-24,stem
27,mostly anything,71,san francisco,2011-06-29,other
31,NA,69,richmond,2012-06-30,other
21,strictly anything,68,berkeley,2012-06-21,other
44,NA,65,san francisco,2012-06-19,other
32,strictly anything,68,oakland,2012-06-29,other
30,strictly anything,65,san francisco,2012-06-23,other
23,anything,62,berkeley,2012-01-08,other
29,mostly vegetarian,71,oakland,2012-06-30,stem
35,strictly vegan,76,oakland,2012-06-30,other
32,mostly anything,67,san francisco,2012-06-19,other
31,NA,72,oakland,2012-01-16,other
25,mostly anything,66,berkeley,2012-06-06,stem
23,mostly anything,74,el cerrito,2012-06-29,other
24,mostly anything,70,san leandro,2012-06-30,other
44,NA,69,el sobrante,2011-09-19,other
24,mostly anything,75,san francisco,2012-06-30,other
50,mostly anything,68,walnut creek,2012-06-30,other
28,NA,70,berkeley,2012-06-20,other
36,mostly anything,65,mill valley,2012-01-01,other
35,NA,70,mill valley,2012-06-02,other
32,mostly anything,62,san francisco,2012-06-28,other
38,mostly anything,66,san francisco,2012-06-28,other
32,strictly anything,72,san francisco,2012-06-30,other
38,anything,69,oakland,2012-06-30,other
22,mostly vegetarian,65,san francisco,2012-06-26,other
38,mostly anything,68,san francisco,2012-06-21,other
26,strictly anything,62,oakland,2012-06-29,other
27,mostly anything,72,oakland,2012-06-30,other
25,mostly anything,66,san francisco,2012-06-29,other
28,anything,75,san francisco,2012-06-30,other
34,NA,66,san francisco,2012-06-17,other
44,anything,76,san francisco,2012-06-29,other
23,mostly anything,70,el sobrante,2012-06-28,other
41,NA,76,palo alto,2012-03-06,stem
30,NA,67,oakland,2012-06-17,other
49,anything,74,san francisco,2012-06-29,other
40,NA,62,san leandro,2011-11-08,other
38,mostly anything,67,san francisco,2012-06-28,stem
31,mostly vegan,73,oakland,2012-06-30,stem
31,mostly anything,72,san francisco,2012-05-21,other
48,mostly anything,69,san francisco,2012-06-27,other
26,mostly anything,73,berkeley,2012-06-30,other
37,mostly anything,76,san francisco,2012-06-27,other
27,NA,62,san francisco,2012-06-29,other
68,mostly vegetarian,65,san francisco,2012-06-29,other
25,mostly anything,66,el cerrito,2012-04-17,other
30,mostly anything,69,san francisco,2012-06-29,other
64,mostly anything,60,san francisco,2012-04-12,other
33,NA,61,mill valley,2012-04-26,other
26,anything,68,san francisco,2012-06-21,other
57,mostly anything,70,redwood city,2012-06-30,stem
29,mostly anything,65,san francisco,2012-06-17,other
20,mostly anything,74,oakland,2012-06-29,other
63,NA,74,redwood city,2012-06-29,other
42,mostly anything,64,pleasant hill,2012-06-29,other
55,mostly anything,71,berkeley,2012-06-30,stem
32,mostly anything,67,san francisco,2012-06-28,other
29,NA,70,redwood city,2012-06-28,other
23,strictly other,73,san leandro,2012-06-30,other
44,mostly anything,74,san francisco,2012-06-30,other
50,strictly anything,64,san francisco,2012-06-30,other
66,NA,67,sausalito,2012-05-31,other
39,mostly anything,69,san francisco,2012-03-13,other
44,mostly anything,65,berkeley,2012-06-30,other
44,mostly anything,62,oakland,2012-06-30,other
40,vegetarian,61,oakland,2012-06-08,other
35,NA,65,oakland,2012-06-25,other
56,mostly anything,69,san leandro,2012-06-30,stem
29,strictly anything,66,san francisco,2012-06-28,other
32,strictly other,74,oakland,2012-06-30,stem
25,mostly anything,71,san francisco,2012-06-29,other
42,NA,72,san carlos,2012-06-30,other
24,anything,72,berkeley,2012-06-22,other
28,NA,69,stanford,2012-06-30,other
36,mostly anything,62,san francisco,2012-01-08,other
20,NA,66,daly city,2012-06-30,other
27,anything,74,san francisco,2012-04-25,other
29,mostly anything,65,oakland,2012-06-17,other
24,strictly anything,73,san francisco,2012-06-30,other
29,NA,70,san francisco,2012-06-30,other
43,mostly vegetarian,66,oakland,2011-06-30,other
47,strictly anything,70,san francisco,2012-06-30,other
45,mostly anything,74,san lorenzo,2012-06-27,other
27,NA,64,san francisco,2012-06-29,other
26,strictly anything,73,oakland,2012-06-28,other
41,NA,72,san francisco,2012-02-02,stem
50,mostly anything,63,berkeley,2012-06-28,other
31,mostly anything,71,san francisco,2012-06-30,other
46,NA,61,alameda,2012-03-17,other
33,strictly vegetarian,72,san francisco,2012-06-30,other
62,NA,68,san mateo,2012-01-13,other
42,anything,72,san francisco,2012-06-30,other
52,NA,63,san rafael,2012-06-21,other
29,strictly anything,65,san francisco,2012-06-29,other
38,NA,70,san francisco,2012-04-01,other
30,mostly anything,74,stanford,2012-06-30,other
39,anything,65,san francisco,2012-06-29,other
41,mostly anything,64,alameda,2011-06-29,other
27,NA,66,berkeley,2012-06-28,stem
26,mostly anything,64,menlo park,2012-06-30,other
28,mostly anything,71,san mateo,2012-03-25,other
32,mostly anything,70,daly city,2012-03-22,other
29,strictly other,67,san francisco,2012-06-26,stem
26,NA,70,oakland,2012-06-27,other
45,strictly vegetarian,71,san francisco,2012-06-25,other
32,NA,69,san francisco,2012-06-26,other
22,mostly vegetarian,68,san francisco,2011-07-18,other
41,mostly anything,67,oakland,2012-06-30,other
32,mostly vegan,61,oakland,2012-06-30,other
32,NA,60,oakland,2012-06-22,other
29,NA,70,oakland,2012-06-30,other
43,NA,68,san francisco,2012-06-29,other
24,strictly anything,71,san francisco,2012-06-30,other
22,mostly anything,67,san francisco,2011-12-19,other
32,NA,70,san francisco,2012-06-28,other
38,anything,66,berkeley,2012-06-30,stem
26,anything,70,san francisco,2012-05-14,other
41,strictly vegan,72,emeryville,2012-05-04,other
49,anything,68,san francisco,2012-06-30,other
30,mostly anything,63,san francisco,2012-06-28,other
31,anything,76,oakland,2012-06-30,other
39,NA,62,oakland,2012-06-30,other
25,mostly anything,74,berkeley,2012-06-30,stem
42,anything,75,berkeley,2012-06-30,stem
34,mostly anything,74,pleasant hill,2012-06-18,other
28,NA,69,richmond,2012-06-26,other
39,NA,62,oakland,2012-06-30,other
51,anything,61,hayward,2011-08-17,other
32,mostly vegetarian,75,oakland,2012-06-29,other
39,mostly anything,68,alameda,2012-06-29,stem
56,NA,66,oakland,2012-06-30,other
30,mostly vegetarian,66,mill valley,2012-05-29,other
31,NA,63,san leandro,2012-02-08,other
26,mostly anything,68,san leandro,2011-07-01,other
38,mostly anything,67,oakland,2012-06-25,other
44,mostly vegetarian,61,san francisco,2012-06-28,other
32,anything,63,san francisco,2012-02-23,other
32,mostly anything,66,san francisco,2012-01-27,other
38,mostly anything,70,san francisco,2012-06-30,other
27,NA,69,san francisco,2011-09-13,other
38,mostly vegetarian,74,oakland,2012-06-29,other
28,NA,64,oakland,2012-02-21,other
51,strictly vegetarian,72,oakland,2012-06-27,other
43,mostly anything,71,piedmont,2012-06-27,other
52,mostly anything,70,oakland,2012-06-30,other
35,anything,61,walnut creek,2012-06-28,other
34,NA,70,berkeley,2012-06-25,other
32,strictly anything,72,berkeley,2012-06-25,other
30,NA,67,san mateo,2012-05-15,other
37,mostly vegetarian,72,el cerrito,2012-05-19,other
35,NA,69,san francisco,2012-06-26,other
28,anything,70,san francisco,2012-05-03,other
35,mostly anything,64,san mateo,2012-06-29,other
38,anything,68,hayward,2012-05-04,other
22,anything,73,san francisco,2012-04-10,stem
43,mostly anything,60,oakland,2012-06-29,other
26,anything,66,alameda,2012-05-09,other
33,NA,72,san francisco,2012-06-29,stem
41,NA,73,san francisco,2012-06-27,other
33,mostly anything,68,san leandro,2011-07-06,other
36,NA,68,berkeley,2012-06-27,other
38,mostly anything,72,san pablo,2012-06-28,other
44,NA,69,berkeley,2012-06-30,other
37,NA,73,oakland,2012-02-07,other
56,NA,72,san pablo,2011-12-18,stem
42,vegetarian,75,oakland,2012-06-28,other
35,NA,60,el cerrito,2011-11-27,other
41,NA,74,castro valley,2012-06-28,stem
38,strictly anything,70,oakland,2012-06-28,other
33,NA,64,martinez,2012-04-30,other
31,mostly anything,72,san francisco,2012-06-27,stem
33,mostly anything,74,san francisco,2012-04-15,other
27,mostly anything,71,oakland,2011-11-29,other
27,strictly anything,72,san francisco,2012-06-30,other
39,mostly anything,66,san francisco,2012-05-15,other
41,NA,62,san francisco,2012-06-28,other
46,NA,69,alameda,2012-06-29,other
46,NA,69,alameda,2012-05-18,stem
33,mostly anything,64,south san francisco,2012-06-26,other
25,NA,53,east palo alto,2012-06-10,other
37,mostly anything,69,albany,2012-06-28,other
62,NA,65,oakland,2012-06-13,other
32,mostly other,68,oakland,2012-06-29,other
51,NA,68,pleasant hill,2012-04-23,other
37,NA,70,oakland,2012-06-30,other
30,mostly anything,66,fremont,2012-06-28,stem
57,mostly anything,72,hercules,2012-05-21,other
20,anything,67,hayward,2012-01-19,other
31,NA,72,albany,2012-06-24,other
43,mostly anything,67,albany,2012-06-30,other
48,mostly anything,68,san francisco,2012-06-29,other
59,mostly anything,69,san francisco,2012-06-29,other
57,NA,66,san francisco,2012-06-29,other
23,NA,67,san francisco,2012-05-30,other
38,mostly vegetarian,73,alameda,2011-11-07,other
30,mostly anything,75,san francisco,2012-06-30,other
33,strictly vegetarian,72,oakland,2012-06-30,other
27,NA,68,san geronimo,2012-03-21,other
39,NA,70,richmond,2012-01-25,other
42,NA,65,lafayette,2012-06-25,other
28,anything,65,san leandro,2012-06-30,other
53,anything,69,oakland,2012-06-30,other
38,NA,72,oakland,2012-06-30,other
27,mostly anything,68,san leandro,2012-06-28,other
32,NA,74,el cerrito,2012-04-17,other
35,NA,72,berkeley,2012-06-14,other
47,mostly vegetarian,68,berkeley,2012-06-02,stem
26,NA,70,berkeley,2012-06-25,other
43,mostly vegetarian,74,alameda,2012-06-30,stem
34,mostly anything,68,oakland,2011-12-17,other
36,NA,72,san francisco,2012-05-20,other
26,NA,64,berkeley,2012-06-26,stem
36,NA,69,san francisco,2012-04-05,other
31,anything,65,san francisco,2012-01-26,other
41,NA,69,el cerrito,2012-06-16,other
25,mostly anything,64,san francisco,2012-06-30,other
41,mostly vegetarian,72,san francisco,2012-06-30,other
19,strictly anything,71,berkeley,2012-06-07,stem
23,NA,61,san francisco,2012-06-30,other
45,vegetarian,67,san francisco,2012-06-18,other
45,mostly anything,68,oakland,2012-06-30,other
30,strictly anything,68,san francisco,2012-06-30,other
33,NA,69,san francisco,2011-09-10,other
38,mostly anything,64,san francisco,2012-06-26,other
39,NA,63,oakland,2011-10-27,other
25,mostly anything,66,san francisco,2012-05-19,stem
30,mostly anything,62,berkeley,2012-06-27,other
36,NA,61,menlo park,2012-05-17,other
33,mostly anything,65,san francisco,2012-06-30,other
30,NA,70,san francisco,2012-02-01,other
43,mostly anything,65,san francisco,2012-06-27,other
29,NA,68,san francisco,2012-06-10,other
